Bandit,Reward,Algorithm
3,4.085595096540663,ThompsonSamplingBandit
3,3.2221786833918005,ThompsonSamplingBandit
3,2.7057347974543218,ThompsonSamplingBandit
3,5.582258749225538,ThompsonSamplingBandit
3,2.9629565424440516,ThompsonSamplingBandit
3,2.7630376156557785,ThompsonSamplingBandit
3,3.793702815632412,ThompsonSamplingBandit
3,3.7317777410041906,ThompsonSamplingBandit
3,4.368612817502684,ThompsonSamplingBandit
3,1.7605865861612648,ThompsonSamplingBandit
3,3.267770123279922,ThompsonSamplingBandit
3,3.480321975000063,ThompsonSamplingBandit
3,1.9687199524270076,ThompsonSamplingBandit
3,2.1118236108283783,ThompsonSamplingBandit
3,4.287172470063162,ThompsonSamplingBandit
3,2.7159246277267015,ThompsonSamplingBandit
3,3.5568385058758683,ThompsonSamplingBandit
3,4.613924685668262,ThompsonSamplingBandit
3,5.597720168638677,ThompsonSamplingBandit
3,3.568251012471294,ThompsonSamplingBandit
3,2.0357711763063553,ThompsonSamplingBandit
3,2.2242805305080653,ThompsonSamplingBandit
3,4.735647561583092,ThompsonSamplingBandit
3,3.9118464573790597,ThompsonSamplingBandit
3,3.7692006903205733,ThompsonSamplingBandit
3,5.041890289286832,ThompsonSamplingBandit
3,2.865005144897485,ThompsonSamplingBandit
3,3.683167982522174,ThompsonSamplingBandit
3,5.058639902384526,ThompsonSamplingBandit
3,4.204117871534969,ThompsonSamplingBandit
3,5.034819890333157,ThompsonSamplingBandit
3,4.150090915839456,ThompsonSamplingBandit
3,5.212493990779333,ThompsonSamplingBandit
3,2.0570728333315853,ThompsonSamplingBandit
3,5.31691778263032,ThompsonSamplingBandit
3,3.266833773772457,ThompsonSamplingBandit
3,3.8115577766933693,ThompsonSamplingBandit
3,3.8710781987488776,ThompsonSamplingBandit
3,5.486333202761129,ThompsonSamplingBandit
3,3.8866631880874887,ThompsonSamplingBandit
3,4.670308567666346,ThompsonSamplingBandit
3,2.367695682851449,ThompsonSamplingBandit
3,4.349374866371359,ThompsonSamplingBandit
3,2.7852438748792774,ThompsonSamplingBandit
3,3.7506584281753423,ThompsonSamplingBandit
3,3.0309672499284703,ThompsonSamplingBandit
3,4.847788881026598,ThompsonSamplingBandit
3,5.4516759022733705,ThompsonSamplingBandit
3,3.6540111076475537,ThompsonSamplingBandit
3,4.206097187480195,ThompsonSamplingBandit
3,3.9887952579787225,ThompsonSamplingBandit
3,5.010279096093337,ThompsonSamplingBandit
3,4.188752995305173,ThompsonSamplingBandit
3,3.908563509030655,ThompsonSamplingBandit
3,3.017877533394733,ThompsonSamplingBandit
3,5.117023844922106,ThompsonSamplingBandit
3,3.3811632121569657,ThompsonSamplingBandit
3,3.918078485137275,ThompsonSamplingBandit
3,4.510491612210756,ThompsonSamplingBandit
3,3.1027206574481867,ThompsonSamplingBandit
3,4.430737242369765,ThompsonSamplingBandit
3,3.6976153436178243,ThompsonSamplingBandit
3,4.127730724689672,ThompsonSamplingBandit
3,4.308665183682949,ThompsonSamplingBandit
3,3.2931586933724155,ThompsonSamplingBandit
3,3.974798750420237,ThompsonSamplingBandit
3,3.534247195741064,ThompsonSamplingBandit
3,3.5450902242365574,ThompsonSamplingBandit
3,3.9380141163328095,ThompsonSamplingBandit
3,3.761662301927898,ThompsonSamplingBandit
3,3.670350981324829,ThompsonSamplingBandit
3,3.1687639977279094,ThompsonSamplingBandit
3,4.319954437644883,ThompsonSamplingBandit
3,4.572364788027537,ThompsonSamplingBandit
3,2.6959094478527117,ThompsonSamplingBandit
3,3.230008534574161,ThompsonSamplingBandit
3,4.141330638265398,ThompsonSamplingBandit
3,3.3376308800367447,ThompsonSamplingBandit
3,5.049251285354285,ThompsonSamplingBandit
3,4.5729696931671935,ThompsonSamplingBandit
3,4.385660587099821,ThompsonSamplingBandit
3,2.8521091060998627,ThompsonSamplingBandit
3,1.625317781326272,ThompsonSamplingBandit
3,5.269281303407683,ThompsonSamplingBandit
3,6.567938344856554,ThompsonSamplingBandit
3,3.7593416225521565,ThompsonSamplingBandit
3,4.29501974878904,ThompsonSamplingBandit
3,2.3891837912470626,ThompsonSamplingBandit
3,4.40373059985529,ThompsonSamplingBandit
3,2.78683697889896,ThompsonSamplingBandit
3,3.632085730550738,ThompsonSamplingBandit
3,4.964661144830917,ThompsonSamplingBandit
3,2.9349483397579643,ThompsonSamplingBandit
3,4.003716009251482,ThompsonSamplingBandit
3,4.360113490186551,ThompsonSamplingBandit
3,4.309960539538336,ThompsonSamplingBandit
3,6.238368388709643,ThompsonSamplingBandit
3,2.744268818140349,ThompsonSamplingBandit
3,6.165702425218042,ThompsonSamplingBandit
3,4.3698076060201405,ThompsonSamplingBandit
3,4.512802049181555,ThompsonSamplingBandit
3,2.8124906971346295,ThompsonSamplingBandit
3,3.7209477448149872,ThompsonSamplingBandit
3,3.5301660536083914,ThompsonSamplingBandit
3,2.807262392631579,ThompsonSamplingBandit
3,3.3816737169454263,ThompsonSamplingBandit
3,5.414613118366621,ThompsonSamplingBandit
3,5.077628826259737,ThompsonSamplingBandit
3,3.845108512476395,ThompsonSamplingBandit
3,4.8650378979048785,ThompsonSamplingBandit
3,5.473057711915657,ThompsonSamplingBandit
3,1.9785186936954715,ThompsonSamplingBandit
3,4.673219860331603,ThompsonSamplingBandit
3,4.741420714470684,ThompsonSamplingBandit
3,4.294971419244664,ThompsonSamplingBandit
3,3.226602043466495,ThompsonSamplingBandit
3,2.942575804288966,ThompsonSamplingBandit
3,3.567854309729359,ThompsonSamplingBandit
3,4.880081721425906,ThompsonSamplingBandit
3,5.324640203693196,ThompsonSamplingBandit
3,1.9832050488862283,ThompsonSamplingBandit
3,5.105725578028358,ThompsonSamplingBandit
3,5.006386429792784,ThompsonSamplingBandit
3,4.465620801512372,ThompsonSamplingBandit
3,5.169706642398211,ThompsonSamplingBandit
3,4.291765566798383,ThompsonSamplingBandit
3,4.3265207653666,ThompsonSamplingBandit
3,5.198358660296886,ThompsonSamplingBandit
3,4.2091747455085295,ThompsonSamplingBandit
3,4.308295054281605,ThompsonSamplingBandit
3,4.055500289246708,ThompsonSamplingBandit
3,2.9983015907375994,ThompsonSamplingBandit
3,2.971068161023276,ThompsonSamplingBandit
3,4.361535355644442,ThompsonSamplingBandit
3,3.7638485863696927,ThompsonSamplingBandit
3,4.725788043358464,ThompsonSamplingBandit
3,3.398642911501569,ThompsonSamplingBandit
3,4.690101063391068,ThompsonSamplingBandit
3,3.1002938081227422,ThompsonSamplingBandit
3,3.6599096021055355,ThompsonSamplingBandit
3,4.862538588383964,ThompsonSamplingBandit
3,4.013661059189389,ThompsonSamplingBandit
3,3.1328103307002433,ThompsonSamplingBandit
3,3.3415477304961834,ThompsonSamplingBandit
3,4.981666368099772,ThompsonSamplingBandit
3,4.063695854546916,ThompsonSamplingBandit
3,4.829377687061187,ThompsonSamplingBandit
3,3.6499800069143404,ThompsonSamplingBandit
3,3.3741780790268674,ThompsonSamplingBandit
3,3.4026337970111618,ThompsonSamplingBandit
3,4.291782108392529,ThompsonSamplingBandit
3,2.769081623901066,ThompsonSamplingBandit
3,3.7460742850241746,ThompsonSamplingBandit
3,2.601989667646642,ThompsonSamplingBandit
3,2.79251754940634,ThompsonSamplingBandit
3,4.095560007822315,ThompsonSamplingBandit
3,2.6676095709110976,ThompsonSamplingBandit
3,3.3799180896206438,ThompsonSamplingBandit
3,5.117322726229032,ThompsonSamplingBandit
3,3.4240620126277594,ThompsonSamplingBandit
3,5.065642239829338,ThompsonSamplingBandit
3,3.8496756380807637,ThompsonSamplingBandit
3,4.933686777747432,ThompsonSamplingBandit
3,4.859605797235966,ThompsonSamplingBandit
3,3.890484875832139,ThompsonSamplingBandit
3,4.084509666222193,ThompsonSamplingBandit
3,4.005730256413407,ThompsonSamplingBandit
3,2.555750553026879,ThompsonSamplingBandit
3,3.052222266853164,ThompsonSamplingBandit
3,3.673171005654032,ThompsonSamplingBandit
3,3.1350763586864248,ThompsonSamplingBandit
3,3.960016945372082,ThompsonSamplingBandit
3,3.7031740358139884,ThompsonSamplingBandit
3,5.666367824308851,ThompsonSamplingBandit
3,2.0089427927655925,ThompsonSamplingBandit
3,2.8931299427355563,ThompsonSamplingBandit
3,5.13433168249154,ThompsonSamplingBandit
3,3.0377852654982305,ThompsonSamplingBandit
3,3.094085136043528,ThompsonSamplingBandit
3,3.857509552934262,ThompsonSamplingBandit
3,6.957019581273876,ThompsonSamplingBandit
3,3.4081162077585194,ThompsonSamplingBandit
3,2.8960873830745677,ThompsonSamplingBandit
3,4.8166178931356,ThompsonSamplingBandit
3,5.423793469165813,ThompsonSamplingBandit
1,3.618302935464934,ThompsonSamplingBandit
3,3.8333207289573896,ThompsonSamplingBandit
3,5.704789107010929,ThompsonSamplingBandit
3,4.440489905119987,ThompsonSamplingBandit
3,3.2600279637144522,ThompsonSamplingBandit
3,5.550775806955629,ThompsonSamplingBandit
3,1.8759981404117578,ThompsonSamplingBandit
3,4.593880374659977,ThompsonSamplingBandit
3,2.583769978666595,ThompsonSamplingBandit
3,2.272500668503713,ThompsonSamplingBandit
3,3.3708807765118545,ThompsonSamplingBandit
3,4.541084597914778,ThompsonSamplingBandit
3,3.1540021802312452,ThompsonSamplingBandit
3,3.751019414325541,ThompsonSamplingBandit
3,4.487561120280962,ThompsonSamplingBandit
3,3.7034694760397175,ThompsonSamplingBandit
3,4.79939238030638,ThompsonSamplingBandit
3,3.8237782086961154,ThompsonSamplingBandit
3,2.9159666870405214,ThompsonSamplingBandit
3,3.91166281900886,ThompsonSamplingBandit
3,4.968340448600099,ThompsonSamplingBandit
3,2.8421484991614285,ThompsonSamplingBandit
3,4.348018284218206,ThompsonSamplingBandit
3,1.5380005339442353,ThompsonSamplingBandit
3,5.531841407415429,ThompsonSamplingBandit
3,5.147789235681664,ThompsonSamplingBandit
3,2.670205422260006,ThompsonSamplingBandit
3,4.209004614926584,ThompsonSamplingBandit
3,4.453891766748457,ThompsonSamplingBandit
3,4.242541847026381,ThompsonSamplingBandit
3,3.4906106756847084,ThompsonSamplingBandit
3,3.9233015909389155,ThompsonSamplingBandit
3,2.7343164601180887,ThompsonSamplingBandit
3,3.9489642620660073,ThompsonSamplingBandit
3,3.0220372940062044,ThompsonSamplingBandit
3,6.104580665026202,ThompsonSamplingBandit
3,4.199728387280058,ThompsonSamplingBandit
3,3.2477271932021416,ThompsonSamplingBandit
3,3.7833116656690837,ThompsonSamplingBandit
